"","Real Monthly Commodity Trade Weighted Exchange Rate Indexes","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78"
"199","8","1985","125.20755767822266","117.83314514160156","108.26437377929688","126.06805419921875","118.58475494384766","95.484268188476562","98.459304809570312","129.14326477050781","96.642440795898438","119.90913391113281","135.36653137207031","104.91549682617188","116.96659851074219","112.61362457275391","104.27024841308594","126.30023956298828","131.85292053222656","113.19406890869141","123.47566223144531","122.99462127685547","122.11483764648438","125.800048828125","128.51736450195312","136.662109375","134.45744323730469","124.33962249755859","121.63150787353516",NA,"126.94106292724609","130.08076477050781","126.50067901611328","123.105712890625","122.99659729003906","125.30904388427734","118.70957183837891","120.61797332763672","134.15837097167969","131.30500793457031","117.10008239746094","130.75840759277344","133.7620849609375","136.97109985351562","134.57467651367188","131.18289184570312","138.18785095214844","130.5877685546875","134.44404602050781","136.24763488769531","133.33595275878906","132.11784362792969","141.5050048828125","135.52195739746094","135.28775024414062",NA,"130.33438110351562","102.43003845214844","81.808578491210938","77.114051818847656","349.35940551757812","93.555229187011719","113.22837829589844","101.71892547607422","124.27852630615234","105.51473236083984","109.59438323974609","139.62380981445312","138.16720581054688","199.76484680175781","137.65962219238281","124.20626831054688","120.61853790283203","90.31585693359375","138.20332336425781","163.10029602050781","117.05946350097656","129.74592590332031"
"200","9","1985","126.32749176025391","118.67657470703125","109.05223083496094","126.33123016357422","119.31693267822266","95.692947387695312","99.575950622558594","130.38796997070312","97.314292907714844","120.70709991455078","135.72575378417969","105.54933929443359","117.69680023193359","113.35240173339844","105.10908508300781","127.10956573486328","132.754150390625","113.91153717041016","124.42167663574219","123.86971282958984","123.02452087402344","126.94203948974609","129.03155517578125","137.20130920410156","134.89689636230469","125.53012847900391","122.85823822021484",NA,"128.33033752441406","131.58833312988281","128.17034912109375","124.60018920898438","124.61962890625","126.98453521728516","120.16891479492188","121.91364288330078","136.01939392089844","133.25733947753906","118.44123077392578","132.72434997558594","135.77738952636719","138.98600769042969","136.50738525390625","133.12471008300781","140.2911376953125","132.39346313476562","136.29518127441406","138.268798828125","135.21275329589844","133.85540771484375","143.64523315429688","137.38270568847656","137.26824951171875",NA,"131.55380249023438","103.23509979248047","82.356636047363281","77.85064697265625","353.28741455078125","93.729728698730469","114.590576171875","102.95173645019531","125.46624755859375","105.93341064453125","111.18321990966797","140.87519836425781","139.88227844238281","200.66293334960938","138.53251647949219","125.35334014892578","122.05389404296875","91.131278991699219","139.58395385742188","164.47525024414062","118.27358245849609","131.60177612304688"
"201","10","1985","124.30153656005859","117.15190124511719","108.16802215576172","122.62216949462891","119.37657165527344","93.364105224609375","100.43385314941406","127.11762237548828","95.828605651855469","119.28888702392578","134.16621398925781","104.31499481201172","115.51743316650391","113.25526428222656","105.89315032958984","125.05451965332031","128.95257568359375","113.39997863769531","123.33954620361328","121.87599945068359","120.79554748535156","124.99579620361328","126.82942199707031","132.87992858886719","135.40357971191406","122.5672607421875","120.41962432861328",NA,"124.69575500488281","127.55658721923828","123.51374816894531","120.36811065673828","120.49122619628906","122.46560668945312","116.84742736816406","118.79814147949219","130.2314453125","127.26796722412109","114.81618499755859","126.70853424072266","129.465576171875","132.77548217773438","130.45393371582031","127.35503387451172","132.97450256347656","127.10584259033203","130.69111633300781","131.92247009277344","129.43478393554688","128.12049865722656","136.43214416503906","131.00108337402344","131.17582702636719",NA,"130.25888061523438","102.82817077636719","83.048690795898438","77.305351257324219","339.19573974609375","94.181655883789062","112.63890075683594","101.56202697753906","125.03199005126953","106.38748168945312","107.65390014648438","139.05255126953125","134.6121826171875","200.81898498535156","139.16041564941406","124.1337890625","119.56855010986328","89.453994750976562","138.45838928222656","163.84078979492188","118.56121826171875","126.00084686279297"
"202","11","1985","124.28382873535156","117.40088653564453","108.82704925537109","121.70318603515625","120.47056579589844","92.7454833984375","102.50816345214844","126.69198608398438","95.392127990722656","119.40129852294922","133.6922607421875","104.18461608886719","115.46246337890625","114.29508972167969","107.88128662109375","124.97003173828125","128.16825866699219","113.79379272460938","123.59840393066406","121.92897796630859","120.65677642822266","125.04408264160156","126.60595703125","131.97190856933594","136.29257202148438","122.13739013671875","120.39385223388672",NA,"124.12539672851562","126.43281555175781","122.28730773925781","119.16117095947266","119.40005493164062","121.29693603515625","116.03294372558594","117.60318756103516","128.82441711425781","125.6912841796875","113.53268432617188","125.09963226318359","127.89571380615234","131.28855895996094","128.88716125488281","125.91184234619141","131.09811401367188","125.75154876708984","129.22044372558594","130.39739990234375","127.84244537353516","126.48628234863281","134.36137390136719","128.95101928710938","129.64984130859375",NA,"130.49609375","102.45982360839844","82.728858947753906","77.084548950195312","332.0787353515625","94.007675170898438","112.48768615722656","101.18172454833984","125.75593566894531","106.89642333984375","106.22777557373047","139.2862548828125","133.64833068847656","201.51385498046875","140.24781799316406","124.44837951660156","119.01763916015625","90.289993286132812","138.91156005859375","164.69448852539062","119.74453735351562","124.51165008544922"
"203","12","1985","124.23995208740234","117.5635986328125","108.84463500976562","121.78923797607422","120.83918762207031","92.883209228515625","102.16307067871094","125.35264587402344","95.989204406738281","119.61177825927734","134.50875854492188","104.08454895019531","115.69826507568359","114.52663421630859","107.60433959960938","125.4599609375","127.43722534179688","114.32035827636719","124.44682312011719","122.51368713378906","121.40423583984375","125.79817199707031","126.99044799804688","132.34959411621094","136.97236633300781","122.18824005126953","119.97920227050781",NA,"123.06147003173828","124.96011352539062","120.13069152832031","117.1868896484375","117.05722808837891","119.40238189697266","113.93710327148438","115.42555236816406","126.52841186523438","123.36206817626953","110.93275451660156","122.79150390625","125.53211975097656","129.08551025390625","126.58645629882812","123.61496734619141","128.64651489257812","123.68313598632812","127.03758239746094","128.16728210449219","125.51674652099609","123.85379791259766","131.39067077636719","125.84242248535156","127.36179351806641",NA,"131.18537902832031","102.28760528564453","81.322257995605469","77.4412841796875","342.8865966796875","93.039360046386719","112.22140502929688","101.08374786376953","126.80397796630859","107.27829742431641","105.06133270263672","140.09431457519531","132.33088684082031","205.88140869140625","141.4273681640625","124.75612640380859","118.71628570556641","91.446662902832031","140.10951232910156","168.3472900390625","120.07593536376953","123.16626739501953"
"204","1","1986","123.55543518066406","117.02226257324219","108.11901092529297","120.70397186279297","120.202880859375","93.735023498535156","101.35376739501953","123.98020935058594","95.466102600097656","119.02622222900391","134.43295288085938","103.24793243408203","115.04247283935547","114.33854675292969","106.97335052490234","125.24720764160156","126.07864379882812","113.97913360595703","124.65509796142578","122.50037384033203","121.48734283447266","125.89102935791016","126.22636413574219","131.82308959960938","137.36302185058594","122.0537109375","119.17625427246094",NA,"121.47966003417969","122.54511260986328","117.39850616455078","113.93367004394531","114.61785888671875","117.01326751708984","111.47544860839844","112.76923370361328","123.73101043701172","120.62549591064453","107.88906860351562","120.11597442626953","122.75978851318359","126.13076019287109","123.77322387695312","121.14128112792969","125.77722930908203","121.18340301513672","123.90367889404297","125.39915466308594","122.7236328125","120.87246704101562","128.31254577636719","122.920654296875","124.31644439697266",NA,"130.33665466308594","101.71054840087891","80.363548278808594","77.100570678710938","344.62384033203125","92.477149963378906","111.52005767822266","100.58011627197266","127.26459503173828","107.79001617431641","104.86872863769531","138.93795776367188","129.68415832519531","204.32887268066406","140.48382568359375","124.45345306396484","118.57320404052734","90.978187561035156","139.63278198242188","167.82075500488281","119.85695648193359","122.08563995361328"
"205","2","1986","121.98109436035156","115.59569549560547","106.93833923339844","118.37625885009766","120.06721496582031","93.258255004882812","100.34304809570312","121.59440612792969","94.4169921875","118.20368194580078","135.65702819824219","102.26638793945312","113.24211120605469","114.43657684326172","105.80745697021484","123.61500549316406","122.99472045898438","114.18593597412109","123.74017333984375","120.866455078125","119.51802825927734","124.03081512451172","124.66706085205078","128.60409545898438","137.4019775390625","120.09091949462891","116.50411987304688",NA,"118.53867340087891","119.51777648925781","113.78385162353516","110.56735992431641","110.98783111572266","113.4952392578125","108.14678192138672","109.68599700927734","119.81722259521484","116.47491455078125","104.40686798095703","115.94345855712891","118.60739898681641","121.75802612304688","119.618408203125","117.06495666503906","121.21222686767578","117.47679901123047","119.79175567626953","121.19004821777344","118.63752746582031","116.73458862304688","123.51575469970703","118.42598724365234","120.02934265136719",NA,"129.37818908691406","100.96401214599609","79.861152648925781","76.276390075683594","339.68960571289062","94.038558959960938","110.30453491210938","99.898231506347656","127.05560302734375","109.69158935546875","102.80936431884766","138.03579711914062","126.65317535400391","206.23356628417969","142.19720458984375","123.66309356689453","117.25321197509766","89.600715637207031","138.40298461914062","167.29086303710938","118.58734130859375","119.67095947265625"
"206","3","1986","121.20534515380859","114.80489349365234","106.38146209716797","117.20466613769531","120.77742767333984","92.846336364746094","99.674163818359375","120.11524963378906","94.021774291992188","117.61472320556641","135.10662841796875","101.53974914550781","112.29144287109375","114.38611602783203","104.87152862548828","122.64002227783203","121.13425445556641","114.45225524902344","123.0096435546875","119.71652984619141","118.2969970703125","122.69156646728516","124.09546661376953","127.21760559082031","137.42481994628906","118.22929382324219","115.10169982910156",NA,"116.63134765625","118.01357269287109","112.08866882324219","109.15517425537109","109.77227020263672","111.66970825195312","107.22521209716797","109.29036712646484","117.50070190429688","113.96644592285156","103.89307403564453","113.43844604492188","115.76834106445312","119.01809692382812","117.03631591796875","114.63800048828125","118.03536224365234","115.32205963134766","117.44308471679688","118.16436767578125","116.3712158203125","114.91795349121094","120.44987487792969","116.38442230224609","117.34079742431641",NA,"128.81057739257812","101.44161987304688","81.603004455566406","75.913970947265625","330.25802612304688","95.465187072753906","109.52241516113281","99.528823852539062","126.7662353515625","111.06110382080078","102.09927368164062","137.3857421875","124.45083618164062","206.25833129882812","143.25077819824219","123.15189361572266","116.60348510742188","89.368888854980469","137.25553894042969","165.77273559570312","118.15589904785156","117.04827880859375"
"207","4","1986","120.42952728271484","113.99929046630859","105.68658447265625","115.94874572753906","120.71019744873047","92.374504089355469","99.03045654296875","120.04029846191406","93.219230651855469","116.96136474609375","134.39183044433594","101.03730010986328","111.33936309814453","114.00613403320312","104.36296844482422","121.70778656005859","120.81922149658203","114.00923919677734","121.99323272705078","118.623779296875","117.11650085449219","121.51998138427734","123.29039764404297","125.96787261962891","137.03684997558594","116.97189331054688","114.04781341552734",NA,"116.15335845947266","117.19157409667969","111.53801727294922","108.16259765625","109.60293579101562","111.25127410888672","106.31039428710938","108.57363128662109","117.14885711669922","113.81452178955078","102.65642547607422","113.40396118164062","115.58805847167969","118.59280395507812","116.84787750244141","114.68431091308594","117.93212127685547","114.98944854736328","117.07998657226562","118.14535522460938","116.21626281738281","114.22798919677734","120.5003662109375","116.40845489501953","116.92238616943359",NA,"127.72584533691406","100.47222137451172","80.260238647460938","75.683631896972656","331.95440673828125","94.128936767578125","108.96182250976562","99.859230041503906","126.06683349609375","110.88314056396484","102.79811859130859","136.25721740722656","124.13385009765625","204.28196716308594","142.48623657226562","122.60157775878906","116.73440551757812","86.981826782226562","136.12278747558594","164.175537109375","116.96975708007812","117.01712036132812"
"208","5","1986","119.69261932373047","113.01474761962891","104.77008819580078","114.24318695068359","120.34484100341797","91.491706848144531","98.277885437011719","119.23963928222656","92.374824523925781","116.39032745361328","134.03648376464844","100.79387664794922","110.06236267089844","113.64608764648438","103.80033874511719","120.57928466796875","119.70447540283203","113.88512420654297","121.11796569824219","117.41671752929688","115.53952026367188","120.15171813964844","122.15389251708984","123.85126495361328","137.1683349609375","115.62470245361328","112.61261749267578",NA,"115.10504913330078","116.21484375","110.42265319824219","107.24726104736328","108.59303283691406","110.1278076171875","105.33689117431641","107.77710723876953","115.79572296142578","112.44953155517578","101.76117706298828","112.04597473144531","114.12698364257812","117.18386840820312","115.46522521972656","113.33408355712891","116.33472442626953","113.70817565917969","115.84566497802734","116.66621398925781","114.92366027832031","112.91892242431641","118.85716247558594","115.02072143554688","115.57917785644531",NA,"127.11211395263672","100.28133392333984","80.90631103515625","75.093803405761719","327.3878173828125","94.843307495117188","108.13786315917969","99.160423278808594","125.33850860595703","111.31191253662109","101.86346435546875","135.74839782714844","123.19328308105469","204.50225830078125","142.92356872558594","121.93166351318359","115.91522216796875","86.316978454589844","135.1614990234375","163.33085632324219","115.94285583496094","115.89735412597656"
"209","6","1986","121.32048797607422","114.71804046630859","106.19173431396484","116.38914489746094","121.64906311035156","93.672904968261719","98.670242309570312","119.88005828857422","95.224998474121094","118.74689483642578","139.00555419921875","103.09073638916016","111.51297760009766","115.23947906494141","104.26523590087891","122.39740753173828","120.55458068847656","115.66849517822266","123.01571655273438","119.25028228759766","117.63058471679688","122.02481842041016","123.27684783935547","125.79250335693359","140.43144226074219","116.98628997802734","113.93001556396484",NA,"116.36937713623047","118.00790405273438","111.61844635009766","108.61215209960938","109.48436737060547","111.15248870849609","106.37088012695312","108.94776153564453","117.10140228271484","113.59099578857422","102.71816253662109","113.14702606201172","115.33847045898438","118.58447265625","116.69061279296875","114.44778442382812","117.58022308349609","114.90293121337891","117.18445587158203","117.89275360107422","116.14369964599609","114.17415618896484","119.9317626953125","115.96273803710938","116.90936279296875",NA,"130.02230834960938","104.81443786621094","88.694618225097656","76.810813903808594","326.5606689453125","102.00672912597656","109.86507415771484","100.50337219238281","126.83997344970703","117.03019714355469","102.62979125976562","139.18431091308594","124.74758911132812","218.71693420410156","145.79710388183594","123.21992492675781","116.97324371337891","88.465110778808594","136.45494079589844","164.85159301757812","117.09519195556641","117.10392761230469"
"210","7","1986","121.60987854003906","116.08502197265625","109.48380279541016","115.46778106689453","126.36029052734375","93.267631530761719","105.82665252685547","120.09439086914062","95.853042602539062","119.71693420410156","138.50923156738281","103.52616119384766","112.25752258300781","118.63442230224609","109.82069396972656","121.93025970458984","119.10256958007812","117.08448028564453","122.42156982421875","118.67223358154297","116.35848236083984","120.774169921875","122.51139068603516","125.22532653808594","142.73019409179688","116.20093536376953","114.59416198730469",NA,"116.37804412841797","116.7490234375","110.28704071044922","107.13088989257812","108.76976013183594","109.96078491210938","105.87143707275391","107.79172515869141","115.25599670410156","111.66566467285156","101.44818878173828","111.19416809082031","113.33988952636719","116.74117279052734","114.79953002929688","112.86232757568359","115.12697601318359","113.37769317626953","115.39864349365234","116.10456848144531","114.18296051025391","112.19415283203125","117.14300537109375","113.44298553466797","115.08163452148438",NA,"130.69273376464844","104.51177215576172","88.608467102050781","76.710166931152344","322.304443359375","102.58732604980469","109.43344879150391","99.484710693359375","126.43272399902344","118.44799041748047","101.31044769287109","139.82933044433594","123.98078155517578","220.9942626953125","148.17488098144531","123.53224182128906","116.00081634521484","89.713844299316406","138.04464721679688","167.35096740722656","119.51255798339844","115.72029113769531"
